Date,Time,Code,Source,Message,

08-July-2021,12:40:40 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:41:51 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:42:12 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:43:06 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:44:22 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:44:23 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:44:24 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:44:24 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:44:41 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0xD6D00000 is not valid.,,
-
08-July-2021,12:56:10 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:56:11 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:56:12 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:02 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:03 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:03 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:03 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:03 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:04 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:04 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:04 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:04 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:05 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:05 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
08-July-2021,12:57:05 PM,1,"NI_Database_API.lvlib:Conn getData.vi"<ERR>Object 0x74300000 is not valid.,,
-
